Partner_ID,Region,Partner_Tier,Years_In_Network,Login_Freq_Last_30d,Login_Trend_Index,Dashboard_Usage_Minutes,Referral_Volume_30d,Referral_Growth_Rate,Support_Tickets_Open,Recent_Feedback_Sentiment,Days_Since_Last_Contact,Commission_Payout_Last_30d,Unresolved_Disputes_Count,Competitor_Mentioned,Technical_Integration_Issues,Churn_Probability,Churn_Label
PARTNER_0050,AMER,Bronze,4.8,9,0.8773766677688867,35.47101064145856,49,-0.05947824091954265,1,0.6393580572951656,37,489.0927342449378,0,0,1,0.01811716454321451,0
PARTNER_0051,APAC,Bronze,3.2,11,0.548508627850998,32.31383875500835,55,-0.0730800478794885,0,0.5961588841107908,8,548.9816404790118,0,0,0,0.012823076190559479,0
PARTNER_0052,AMER,Bronze,4.2,15,0.8723306123397683,8.633162447470411,35,-0.14152725762268936,0,0.7376759437863738,2,349.35195303209844,0,0,0,0.004518382121843705,0
PARTNER_0053,LATAM,Bronze,4.5,9,0.8888761777863373,97.89556942277969,55,0.05759775664061606,3,0.5271423659472227,15,548.9816404790118,0,0,0,0.22883952891496503,0
PARTNER_0054,AMER,Bronze,1.5,12,1.0767322049548116,20.312585104138023,48,0.03144760705317491,0,,24,479.1112498725921,0,0,1,0.0031737053826585465,0
PARTNER_0055,LATAM,Bronze,1.5,9,0.81036006507779,8.883560313359673,50,-0.13170095622303254,0,0.6135597774956949,23,499.07421861728346,0,0,0,0.007116651848994769,0
PARTNER_0056,LATAM,Silver,3.2,13,1.2857349346745133,23.292452275003832,49,-0.23641367670130004,0,,46,489.0927342449378,0,1,0,0.19664520953618647,0
PARTNER_0057,EMEA,Gold,2.3,15,0.5676718898696484,27.11424611321881,45,0.02152452343233938,1,0.10167985435845017,28,449.1667967555551,0,0,0,0.11472977068006572,0
PARTNER_0058,AMER,Bronze,4.3,13,1.2122334995605248,31.567537022866592,58,0.03291703669447327,2,0.7860331101995766,43,578.9260935960488,0,0,0,0.01429494186860807,0
PARTNER_0059,EMEA,Bronze,4.6,14,0.905136205824379,26.753424379857414,56,-0.1186951511725766,0,0.500480196683152,54,558.9631248513574,0,0,0,0.00674739505652267,0
PARTNER_0060,AMER,Bronze,2.1,17,1.1219169744687112,32.966230356948294,40,-0.13878284133709623,1,,39,399.25937489382676,0,0,0,0.00912686237877049,0
PARTNER_0061,AMER,Silver,1.6,11,0.9659602968117466,37.347053942270286,48,0.04558681791462481,0,0.5135246629735228,25,479.1112498725921,0,0,1,0.0028317070721745417,0
PARTNER_0062,EMEA,Silver,4.0,7,1.1779111072050938,35.92355834443088,47,0.16563936983248861,1,0.6373465576747874,37,469.12976550024644,0,0,0,0.003049701516893913,0
PARTNER_0063,EMEA,Gold,1.7,10,0.8725276070894377,44.533576359221776,54,-0.06949901989080658,0,0.4184885219941483,34,539.0001561066662,0,0,1,0.00749639767689303,0
PARTNER_0064,AMER,Silver,4.2,7,0.7302759149644376,46.47000509883678,47,-0.10796389327229361,2,0.48865260574241176,22,469.12976550024644,0,0,0,0.1853362533808475,0
PARTNER_0065,APAC,Bronze,2.4,12,1.2341008574542127,47.31027476539648,47,0.009885846375057947,0,0.18013141279135092,3,469.12976550024644,0,0,0,0.003360918199720174,0
PARTNER_0066,LATAM,Silver,3.5,12,0.9273038708235717,55.91912100202875,46,0.0435253064848071,1,,58,459.14828112790076,0,0,1,0.008926313796412648,0
PARTNER_0067,EMEA,Bronze,0.9,21,0.994311694724842,18.462153736312423,46,-0.0564290095892411,1,0.5725505838103702,41,459.14828112790076,0,0,0,0.014940954678809884,0
PARTNER_0068,LATAM,Bronze,3.3,14,1.196950382808959,19.04832540416239,45,0.18250910834919534,0,0.597050455365322,13,449.1667967555551,1,0,0,0.004015724380546857,0
PARTNER_0069,APAC,Silver,2.5,7,0.743608951581113,67.78818820879357,48,0.0701685122141679,2,0.37491183125196803,52,479.1112498725921,0,0,0,0.12468639513538333,0
PARTNER_0070,APAC,Bronze,3.1,7,1.0690981795278514,23.880768747137115,50,-0.0581270706031667,0,,55,499.07421861728346,0,0,1,0.014561996157220081,0
PARTNER_0071,APAC,Bronze,1.3,15,0.8320210487074218,30.226166506977712,52,-0.1792482972278205,0,-0.4536812659928189,46,519.0371873619748,0,1,0,0.4638465074388312,0
PARTNER_0072,EMEA,Silver,3.8,10,0.9235661288711255,28.16788510102585,34,0.11194217878148725,0,0.716351668232408,38,339.37046865975276,0,0,0,0.001487237930434297,0
PARTNER_0073,APAC,Bronze,4.4,16,0.9644557930768577,133.38740302343086,59,0.0991931236215073,2,0.261956453447146,6,588.9075779683944,0,0,0,0.07980268221188108,1
PARTNER_0074,EMEA,Bronze,1.5,17,0.6499556277106127,15.815756245498715,59,-0.05027528699617663,3,-0.11241413750741763,7,588.9075779683944,0,0,1,0.822338142387819,1
PARTNER_0075,APAC,Bronze,0.9,15,0.794232591435913,15.549267720388738,53,0.01505754576125445,0,-0.30612435979820085,41,529.0186717343205,0,0,1,0.04001677543381793,0
PARTNER_0076,LATAM,Silver,0.6,11,1.220214578482628,33.05353162304449,49,-0.03504698974825089,1,0.5783801151509811,50,489.0927342449378,0,0,0,0.006919927092656169,0
PARTNER_0077,LATAM,Bronze,3.4,5,1.1272382377169592,28.8011905200659,54,0.032059888110896786,3,0.5874762527818524,18,539.0001561066662,1,0,0,0.4554571742936341,0
PARTNER_0078,AMER,Bronze,3.2,9,0.937472084534553,11.839312176795435,40,-0.12249495311316821,1,0.558860358569691,1,399.25937489382676,0,0,1,0.02367011284318843,0
PARTNER_0079,LATAM,Silver,3.0,15,0.9986246917025786,31.014946919201165,36,-0.1367519120076846,1,0.3386074995568221,46,359.3334374044441,0,0,0,0.03572984462865644,0
PARTNER_0080,AMER,Bronze,1.5,19,0.8911514988727084,33.748818768809286,52,0.06108637327605233,2,-0.02417999613056132,0,519.0371873619748,0,0,0,0.20467133439040308,0
PARTNER_0081,LATAM,Bronze,2.3,21,1.2213166771655963,21.948501729972044,52,0.07376148435095976,2,-0.10470862978566592,41,519.0371873619748,0,0,0,0.10000001646097925,0
PARTNER_0082,EMEA,Bronze,3.2,10,0.9099294844411672,29.593766370403625,54,-0.06907920256216062,1,-0.48887879884637875,37,539.0001561066662,0,0,0,0.22595841074309964,0
PARTNER_0083,LATAM,Silver,2.7,8,0.9963684184269695,17.207111097801814,51,-0.09491210759610244,2,0.5836898262947126,53,509.05570298962914,0,0,0,0.07118143418488727,0
PARTNER_0084,AMER,Bronze,4.9,13,1.179206028828413,11.866736719794243,47,0.09475664521446985,0,-0.3863374932582648,12,469.12976550024644,0,0,0,0.011534617003340632,0
PARTNER_0085,AMER,Silver,1.1,13,0.7945257030308186,23.7329167558008,41,-0.09152625193151791,1,0.319981497452998,41,409.24085926617244,0,0,0,0.056389747910457436,0
PARTNER_0086,APAC,Gold,3.6,11,1.2617578368993787,13.675018765711027,40,-0.01445887440142338,0,0.1552974308921149,43,399.25937489382676,0,0,1,0.0036271237215257717,0
PARTNER_0087,EMEA,Silver,2.3,9,0.6439077180513246,9.755475130491664,46,-0.027141497837265344,1,0.18469616660425658,23,459.14828112790076,0,0,0,0.09238148445975068,0
PARTNER_0088,LATAM,Silver,2.4,18,1.2759284262225596,4.729043424654334,43,-0.16669059453519192,0,0.7047266989001053,31,429.2038280108638,0,0,0,0.0016214047620136901,0
PARTNER_0089,APAC,Silver,3.7,12,0.875464883209605,39.30383684937544,49,-0.0007885732921331517,1,-0.45890048534738526,29,489.0927342449378,0,0,0,0.18603400004384874,0
PARTNER_0090,LATAM,Silver,3.6,14,0.9014602504349436,23.08638735057604,46,-0.010559304659583987,0,0.5054098920174042,5,459.14828112790076,0,0,0,0.004382829646771984,0
PARTNER_0091,LATAM,Bronze,5.0,8,0.5719979657634113,68.06000816971947,54,0.01601912781016061,0,-0.43233188212250073,37,539.0001561066662,0,0,0,0.09981869494498306,0
PARTNER_0092,APAC,Silver,1.1,13,0.8590410565244614,24.685985807827123,54,-0.004176913034671395,2,-0.4504003122840096,32,539.0001561066662,0,0,0,0.5163904410498398,1
PARTNER_0093,APAC,Silver,1.0,12,0.7420386937946231,39.16422212662831,39,0.19356874094133728,0,0.05876300758379649,43,389.2778905214811,0,0,0,0.00949642029047551,0
PARTNER_0094,APAC,Bronze,3.8,12,0.8284707309253054,19.471560255327237,50,0.09616782313232301,0,-0.41800227335414325,54,499.07421861728346,1,1,0,0.6165481110275883,0
PARTNER_0095,APAC,Bronze,3.1,6,0.9225378068422241,32.27848758120694,41,-0.016119099954519822,0,0.5258871366807858,22,409.24085926617244,0,0,0,0.00399839888691539,0
PARTNER_0096,APAC,Bronze,1.7,15,1.1415583228945811,4.774457243056385,52,-0.0069760916150461115,2,0.18843202174283835,9,519.0371873619748,1,0,0,0.3617329223981961,1
PARTNER_0097,LATAM,Silver,0.9,12,0.9915206702801251,23.44529346530891,65,0.15636192077507904,0,-0.4622495825422932,56,648.7964842024685,0,0,0,0.018995298748764048,0
PARTNER_0098,APAC,Silver,0.9,4,1.0115353306802226,15.906879993567276,62,0.0663087786005247,0,-0.44734910757350466,45,618.8520310854315,0,0,0,0.02456721707425783,0
PARTNER_0099,EMEA,Gold,4.5,11,0.7308961222308875,63.40165429141529,56,-0.14290028604944466,2,0.29646908866132327,14,558.9631248513574,0,0,0,0.2968673949097038,0
PARTNER_0100,AMER,Silver,1.4,16,0.773849182079454,37.34310262902738,53,0.07489482228070966,2,0.5479453629559263,59,529.0186717343205,0,0,0,0.07649221611548182,0
PARTNER_0101,APAC,Silver,2.0,21,1.3097450036702623,57.45710449837848,53,0.10428010820599429,0,0.06913939065720565,22,529.0186717343205,0,0,0,0.0024257062169962124,0
PARTNER_0102,APAC,Silver,1.5,13,0.8029597930473507,73.143697110628,44,0.14177170757757848,2,0.22095487299631178,55,439.1853123832094,0,0,0,0.11625799112194315,0
PARTNER_0103,LATAM,Gold,2.1,11,1.281241650411459,21.901700765945392,50,-0.06014916816074885,3,0.539778290264872,35,499.07421861728346,1,0,0,0.46193032175333193,1
PARTNER_0104,APAC,Silver,0.8,6,0.9013877602238266,36.17772417169057,58,-0.06744504954689676,1,0.293658026254365,56,578.9260935960488,0,0,0,0.040367393268404245,0
PARTNER_0105,APAC,Bronze,2.8,15,0.9504575872287008,12.521042611525917,51,-0.11418150214473306,2,,0,509.05570298962914,0,0,0,0.4073050281834282,1
PARTNER_0106,APAC,Silver,0.8,12,1.164073032045986,43.53139802463542,58,0.010812746433613369,2,0.2969676336303222,7,578.9260935960488,0,0,0,0.058530764536956645,0
PARTNER_0107,LATAM,Silver,4.1,9,1.2043784843877312,48.12294762738989,52,0.05328675824556993,1,0.31676329678477766,2,519.0371873619748,0,0,0,0.009774161369937502,0
PARTNER_0108,APAC,Bronze,1.6,14,0.9278374879441824,41.424547451145756,42,-0.07133291866775045,2,0.4543390751454647,13,419.2223436385181,0,1,0,0.4665429499349657,0
PARTNER_0109,AMER,Bronze,2.9,13,0.8723513892956922,21.881364143946683,44,-0.0341815297669161,0,0.30713644382384164,16,439.1853123832094,0,0,0,0.008593068746264544,0
PARTNER_0110,LATAM,Gold,4.5,12,0.9388159102955573,,53,-0.22537177956190643,1,0.7600147695954493,33,529.0186717343205,0,1,0,0.1400352122799887,0
PARTNER_0111,AMER,Bronze,3.4,18,1.0175915056464235,33.68182773271728,53,0.13094490504026504,0,,46,529.0186717343205,0,0,0,0.011343061707008788,0
PARTNER_0112,LATAM,Bronze,2.9,13,1.128260737373951,12.590864584678673,60,-0.1764976371500097,1,0.7364178834371993,5,598.8890623407401,0,0,1,0.010773473754360144,0
PARTNER_0113,APAC,Gold,2.0,10,0.9508459717988302,51.356536982323576,46,0.01747797521928041,0,0.1998413374550212,4,459.14828112790076,0,0,0,0.007231484647281266,0
PARTNER_0114,AMER,Bronze,2.0,14,1.0737772596046307,,48,0.003825483337234741,4,0.3735429826433857,45,479.1112498725921,0,0,0,0.5816398631166818,0
PARTNER_0115,LATAM,Bronze,3.5,11,1.2776719464541881,12.825681466554338,63,-0.01541920314684033,0,-0.3706999233121532,50,628.8335154577771,1,0,1,0.07279082849781184,0
PARTNER_0116,EMEA,Gold,5.0,12,1.026261922452957,27.129444014044775,59,-0.013120312166031031,0,-0.005251276208460831,40,588.9075779683944,1,1,0,0.3288973680378551,0
PARTNER_0117,APAC,Silver,3.5,7,1.0123305712009556,8.700838264800177,63,-0.12117811757228342,4,0.5001928904021244,39,628.8335154577771,0,0,1,0.6675752347700227,1
PARTNER_0118,LATAM,Bronze,3.0,11,0.6462178349819864,75.02287738750593,52,-0.05280652041944946,1,0.41898431962868743,28,519.0371873619748,0,0,0,0.05869635052490177,0
PARTNER_0119,EMEA,Bronze,3.8,15,0.4238539726341872,30.768585088260288,58,0.07689506522521702,0,-0.4478187953849668,34,578.9260935960488,0,0,0,0.12351086393300714,0
PARTNER_0120,LATAM,Silver,2.6,11,1.0276751458460336,15.970059183399242,51,0.1065155500436636,0,0.210572542546418,17,509.05570298962914,0,0,0,0.003928665817519597,0
PARTNER_0121,EMEA,Silver,0.8,13,0.9310351537438255,65.25804231967211,46,-0.06209009385749402,1,-0.3852383491410677,39,459.14828112790076,0,0,0,0.17056204004737516,0
PARTNER_0122,APAC,Silver,3.0,15,0.8470434650170515,32.99098786252803,58,-0.17604195304769135,1,0.794613357931611,47,578.9260935960488,1,0,0,0.11675798291881587,0
PARTNER_0123,AMER,Bronze,4.8,13,0.9987060408372689,59.280913670481766,59,-0.09786738512970465,0,0.666485565093283,29,588.9075779683944,0,0,0,0.003107381979198016,0
PARTNER_0124,EMEA,Bronze,1.3,14,0.9379192541606183,45.519696508829355,50,0.1652697094852882,1,-0.47259514144290193,14,499.07421861728346,0,0,1,0.09167531503867803,0
PARTNER_0125,LATAM,Silver,3.6,7,1.1755560501267797,14.098305146167965,53,-0.0919144489987226,1,0.6162444525734201,52,529.0186717343205,0,0,0,0.009016680192286082,0
PARTNER_0126,APAC,Bronze,1.4,9,0.9672221736517955,21.271529978202274,55,-0.02972036702597796,1,0.6952584807259299,14,548.9816404790118,1,0,0,0.06174949061118145,0
PARTNER_0127,EMEA,Bronze,2.9,3,0.8006153429859664,16.364541500903048,36,0.12159123620198252,3,-0.04038731066750839,15,359.3334374044441,1,0,0,0.8821300195169959,1
PARTNER_0128,LATAM,Gold,0.9,16,1.1480332477918578,11.792088371731015,52,-0.07268960053371093,0,0.4353521515620956,56,519.0371873619748,0,0,0,0.0031989718437295043,0
PARTNER_0129,LATAM,Silver,2.5,20,0.9065737850107595,6.500677141126122,38,-0.03655353896476764,0,0.07473487007011259,32,379.2964061491354,0,0,0,0.013920912246940927,0
PARTNER_0130,LATAM,Bronze,3.9,11,1.0553073367344614,,51,0.05944982907563105,0,0.35180222994924737,9,509.05570298962914,0,0,0,0.0030693147947682743,0
PARTNER_0131,EMEA,Bronze,2.1,12,0.8545178587614398,40.87357986563627,55,0.15118068675295052,2,-0.05758737441235107,18,548.9816404790118,0,0,0,0.17882803683291565,0
PARTNER_0132,EMEA,Bronze,3.5,10,0.8200346229005127,45.31582774129007,46,-0.08455518646949786,0,-0.08067299237675113,36,459.14828112790076,0,0,0,0.031670074699985895,0
PARTNER_0133,EMEA,Bronze,4.1,17,0.9668336460371392,70.23009669427971,53,0.11920952441211828,0,0.05176405551485275,49,529.0186717343205,0,0,0,0.006648131090103032,0
PARTNER_0134,AMER,Silver,4.7,15,0.952565728708737,21.093438720267077,51,-0.048152870986432145,4,-0.3107619137517485,2,509.05570298962914,0,0,0,0.9316183729894542,1
PARTNER_0135,EMEA,Bronze,1.6,12,1.0459654070733666,9.370556141939934,54,-0.10859287054649383,0,0.5804806537659974,35,539.0001561066662,0,0,1,0.0034887171457383776,0
PARTNER_0136,EMEA,Bronze,2.3,13,0.8962708493380515,55.74415687357072,52,0.004955643030755706,0,-0.04669273602987234,3,519.0371873619748,0,0,0,0.016432854070053068,0
PARTNER_0137,EMEA,Silver,1.2,10,0.5827280432459205,10.96136202864155,43,-0.1357568057768597,0,0.02019442007759875,10,429.2038280108638,0,1,0,0.3195929740004173,1
PARTNER_0138,AMER,Silver,5.0,9,0.8634452232823222,54.831848658060395,49,0.02720114314628812,3,0.662270996512788,40,489.0927342449378,0,0,0,0.20508384735551818,0
PARTNER_0139,EMEA,Silver,4.7,12,1.108763693428763,7.956621165422617,50,0.2949648011134542,0,0.14561095828212278,32,499.07421861728346,0,0,0,0.0017089295956434244,0
PARTNER_0140,LATAM,Gold,2.9,10,0.8905247841513787,10.203989109187699,63,0.09056008152536936,0,0.2075300821561218,27,628.8335154577771,0,0,0,0.00635183218358083,0
PARTNER_0141,EMEA,Silver,4.3,15,0.9007233194970904,19.36941208005058,50,-0.03048996377901225,2,0.7434475622102281,31,499.07421861728346,0,0,0,0.05026714729676162,0
PARTNER_0142,LATAM,Silver,2.8,8,1.1472753011811874,53.409977569849836,49,0.08522019076744333,2,0.6527442980884859,56,489.0927342449378,1,0,0,0.1076889876333002,0
PARTNER_0143,LATAM,Silver,3.3,12,0.8076053545482154,95.03402240010517,47,-0.1131521728617265,1,-0.27969327844502867,15,469.12976550024644,0,0,0,0.21909053481591695,0
PARTNER_0144,LATAM,Silver,0.9,11,0.64143935635142,45.26393118214812,52,-0.09636746360021702,3,0.1151795388935366,8,519.0371873619748,0,0,0,0.7637234738062707,0
PARTNER_0145,AMER,Bronze,3.9,12,0.9178737760949011,20.022535440810906,52,-0.02771647752112645,1,0.7626850956571092,10,519.0371873619748,0,0,0,0.010462210834277917,0
PARTNER_0146,AMER,Bronze,1.1,23,0.8531652097502526,62.79896079714718,47,-0.011221880015016282,0,-0.01592381230281653,5,469.12976550024644,0,0,0,0.01843678474741138,0
PARTNER_0147,AMER,Bronze,4.2,10,0.7567507360493492,7.70430063249207,35,-0.1493302819209767,2,-0.01695495892893989,58,349.35195303209844,0,0,0,0.4674103478703926,0
PARTNER_0148,EMEA,Bronze,4.0,9,0.9149243088202618,14.80176209817814,37,-0.05064774921104313,0,-0.2464606986740993,48,369.31492177678973,0,0,0,0.031491786948967086,0
PARTNER_0149,LATAM,Bronze,3.7,9,1.0483011294493567,35.43041525376681,57,-0.03445887169860545,0,-0.35137995164513725,26,568.9446092237031,0,0,0,0.025866037385947577,0
PARTNER_0150,AMER,Gold,0.7,11,0.9481422876864368,57.01556539486398,53,0.1341972347838634,1,0.46239622798277635,11,529.0186717343205,1,0,0,0.06081326577575917,0
